Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Biology,Human Reproduction,"Q334: Read the following fact - 'Spermatogenesis starts at puberty.'. Based on this, when does spermatogenesis begin?",Puberty,Birth,Old age,Embryonic stage,A,easy
12,Biology,Human Reproduction,"Variant 335: In the context of human reproduction, when does spermatogenesis begin?",Embryonic stage,Birth,Old age,Puberty,D,easy
12,Biology,Human Reproduction,"Q336: Read the following fact - 'Oogenesis starts in embryonic stage.'. Based on this, when does oogenesis begin?",Puberty,Birth,Embryonic stage,Adolescence,C,easy
12,Biology,Human Reproduction,"Variant 337: In the context of human reproduction, when does oogenesis begin?",Birth,Puberty,Adolescence,Embryonic stage,D,easy
12,Biology,Human Reproduction,"Q338: Read the following fact - 'Primary oocyte is arrested in prophase I.'. Based on this, at which stage is the primary oocyte temporarily arrested?",Anaphase I,Metaphase II,Prophase I,Telophase II,C,neet
12,Biology,Human Reproduction,"Variant 339: In the context of human reproduction, at which stage is the primary oocyte temporarily arrested?",Anaphase I,Telophase II,Metaphase II,Prophase I,D,neet
12,Biology,Human Reproduction,"Q340: Read the following fact - 'Graafian follicle ruptures during ovulation.'. Based on this, which follicle ruptures to release the ovum?",Secondary follicle,Tertiary follicle,Graafian follicle,Primary follicle,C,easy
12,Biology,Human Reproduction,"Variant 341: In the context of human reproduction, which follicle ruptures to release the ovum?",Tertiary follicle,Secondary follicle,Primary follicle,Graafian follicle,D,easy
12,Biology,Human Reproduction,"Q342: Read the following fact - 'Menstruation occurs if no fertilization.'. Based on this, the withdrawal of which hormone causes menstruation?",FSH,LH,Progesterone,Estrogen,C,neet
12,Biology,Human Reproduction,"Variant 343: In the context of human reproduction, the withdrawal of which hormone causes menstruation?",Progesterone,FSH,Estrogen,LH,A,neet
12,Biology,Human Reproduction,"Q344: Read the following fact - 'LH surge triggers ovulation.'. Based on this, ovulation is directly triggered by a surge in:",Progesterone,FSH,LH,Estrogen,C,neet
12,Biology,Human Reproduction,"Variant 345: In the context of human reproduction, ovulation is directly triggered by a surge in:",Estrogen,Progesterone,LH,FSH,C,neet
12,Biology,Human Reproduction,"Q346: Read the following fact - 'Corpus luteum secretes progesterone.'. Based on this, after ovulation, the graafian follicle transforms into:",Macula lutea,Corpus luteum,Corpus albicans,Corpus callosum,B,easy
12,Biology,Human Reproduction,"Variant 347: In the context of human reproduction, after ovulation, the graafian follicle transforms into:",Corpus albicans,Macula lutea,Corpus luteum,Corpus callosum,C,easy
12,Biology,Human Reproduction,"Q348: Read the following fact - 'Zona pellucida prevents polyspermy.'. Based on this, which layer ensures only one sperm fertilizes the ovum?",Corona radiata,Plasma membrane,Theca interna,Zona pellucida,D,moderate
12,Biology,Human Reproduction,"Variant 349: In the context of human reproduction, which layer ensures only one sperm fertilizes the ovum?",Zona pellucida,Theca interna,Corona radiata,Plasma membrane,A,moderate
12,Biology,Human Reproduction,"Q350: Read the following fact - 'Morula is an 8-16 cell stage.'. Based on this, the 8-16 cell solid mass of blastomeres is called:",Zygote,Morula,Gastrula,Blastocyst,B,neet
12,Biology,Human Reproduction,"Variant 351: In the context of human reproduction, the 8-16 cell solid mass of blastomeres is called:",Morula,Blastocyst,Zygote,Gastrula,A,neet
12,Biology,Human Reproduction,"Q352: Read the following fact - 'Trophoblast attaches to endometrium.'. Based on this, which layer of the blastocyst implants into the uterus?",Endoderm,Inner cell mass,Ectoderm,Trophoblast,D,easy
12,Biology,Human Reproduction,"Variant 353: In the context of human reproduction, which layer of the blastocyst implants into the uterus?",Inner cell mass,Endoderm,Trophoblast,Ectoderm,C,easy
12,Biology,Human Reproduction,"Q354: Read the following fact - 'Inner cell mass forms the embryo.'. Based on this, which cells in the blastocyst develop into the embryo?",Inner cell mass,Chorionic villi,Zona pellucida,Trophoblast cells,A,hard
12,Biology,Human Reproduction,"Variant 355: In the context of human reproduction, which cells in the blastocyst develop into the embryo?",Trophoblast cells,Chorionic villi,Zona pellucida,Inner cell mass,D,hard
12,Biology,Human Reproduction,"Q356: Read the following fact - 'Placenta connects mother and fetus.'. Based on this, the functional unit between mother and fetus is:",Yolk sac,Amnion,Umbilical cord,Placenta,D,easy
12,Biology,Human Reproduction,"Variant 357: In the context of human reproduction, the functional unit between mother and fetus is:",Amnion,Yolk sac,Umbilical cord,Placenta,D,easy
12,Biology,Human Reproduction,"Q358: Read the following fact - 'hCG is an indicator of pregnancy.'. Based on this, the presence of which hormone in urine confirms pregnancy?",FSH,hCG,Estrogen,Progesterone,B,moderate
12,Biology,Human Reproduction,"Variant 359: In the context of human reproduction, the presence of which hormone in urine confirms pregnancy?",FSH,Estrogen,Progesterone,hCG,D,moderate
12,Biology,Human Reproduction,"Q360: Read the following fact - 'Heart forms after one month.'. Based on this, what is the first organ formed in the developing fetus?",Kidneys,Heart,Brain,Lungs,B,easy
12,Biology,Human Reproduction,"Variant 361: In the context of human reproduction, what is the first organ formed in the developing fetus?",Brain,Lungs,Kidneys,Heart,D,easy
12,Biology,Human Reproduction,"Q362: Read the following fact - 'Oxytocin causes uterine contractions.'. Based on this, the hormone responsible for labor contractions is:",Prolactin,hCG,Oxytocin,Relaxin,C,neet
12,Biology,Human Reproduction,"Variant 363: In the context of human reproduction, the hormone responsible for labor contractions is:",Relaxin,hCG,Oxytocin,Prolactin,C,neet
12,Biology,Human Reproduction,"Q364: Read the following fact - 'Colostrum has IgA.'. Based on this, the primary antibody found in colostrum is:",IgA,IgG,IgM,IgE,A,moderate
12,Biology,Human Reproduction,"Variant 365: In the context of human reproduction, the primary antibody found in colostrum is:",IgA,IgG,IgM,IgE,A,moderate
12,Biology,Human Reproduction,"Q366: Read the following fact - 'The scrotum maintains low temperature.'. Based on this, what organ regulates the temperature for spermatogenesis?",Testis,Prostate,Epididymis,Scrotum,D,moderate
12,Biology,Human Reproduction,"Variant 367: In the context of human reproduction, what organ regulates the temperature for spermatogenesis?",Scrotum,Epididymis,Testis,Prostate,A,moderate
12,Biology,Human Reproduction,"Q368: Read the following fact - 'Testicular lobules number about 250.'. Based on this, how many lobules are in one testis?",250,150,350,500,A,neet
12,Biology,Human Reproduction,"Variant 369: In the context of human reproduction, how many lobules are in one testis?",250,500,150,350,A,neet
12,Biology,Human Reproduction,"Q370: Read the following fact - 'Leydig cells secrete androgens.'. Based on this, which cells are responsible for androgen secretion?",Prostate cells,Leydig cells,Spermatogonia,Sertoli cells,B,neet
12,Biology,Human Reproduction,"Variant 371: In the context of human reproduction, which cells are responsible for androgen secretion?",Spermatogonia,Prostate cells,Sertoli cells,Leydig cells,D,neet
12,Biology,Human Reproduction,"Q372: Read the following fact - 'Sertoli cells nourish sperms.'. Based on this, the 'nurse cells' that provide nourishment to sperms are:",Kupffer cells,Sertoli cells,Epithelial cells,Leydig cells,B,neet
12,Biology,Human Reproduction,"Variant 373: In the context of human reproduction, the 'nurse cells' that provide nourishment to sperms are:",Sertoli cells,Epithelial cells,Leydig cells,Kupffer cells,A,neet
12,Biology,Human Reproduction,"Q374: Read the following fact - 'Vas deferens loops over the bladder.'. Based on this, which duct loops over the urinary bladder?",Vasa efferentia,Ureter,Vas deferens,Epididymis,C,hard
12,Biology,Human Reproduction,"Variant 375: In the context of human reproduction, which duct loops over the urinary bladder?",Vas deferens,Ureter,Epididymis,Vasa efferentia,A,hard
12,Biology,Human Reproduction,"Q376: Read the following fact - 'Seminal vesicles contribute to seminal plasma.'. Based on this, fructose in semen is primarily secreted by:",Prostate,Testis,Bulbourethral gland,Seminal vesicles,D,hard
12,Biology,Human Reproduction,"Variant 377: In the context of human reproduction, fructose in semen is primarily secreted by:",Bulbourethral gland,Testis,Prostate,Seminal vesicles,D,hard
12,Biology,Human Reproduction,"Q378: Read the following fact - 'Bulbourethral gland lubricates.'. Based on this, which gland assists in lubricating the penis?",Bulbourethral gland,Prostate,Thyroid,Seminal vesicle,A,moderate
12,Biology,Human Reproduction,"Variant 379: In the context of human reproduction, which gland assists in lubricating the penis?",Bulbourethral gland,Seminal vesicle,Thyroid,Prostate,A,moderate
12,Biology,Human Reproduction,"Q380: Read the following fact - 'Endometrium is the inner uterine lining.'. Based on this, the innermost layer of the uterus is the:",Endometrium,Mesometrium,Myometrium,Perimetrium,A,moderate
12,Biology,Human Reproduction,"Variant 381: In the context of human reproduction, the innermost layer of the uterus is the:",Perimetrium,Myometrium,Mesometrium,Endometrium,D,moderate
12,Biology,Human Reproduction,"Q382: Read the following fact - 'Myometrium causes contractions.'. Based on this, which uterine layer exhibits strong contractions during labor?",Perimetrium,Myometrium,Endometrium,Epithelium,B,moderate
12,Biology,Human Reproduction,"Variant 383: In the context of human reproduction, which uterine layer exhibits strong contractions during labor?",Myometrium,Perimetrium,Endometrium,Epithelium,A,moderate
12,Biology,Human Reproduction,"Q384: Read the following fact - 'Ampulla is the site of fertilization.'. Based on this, where does fertilization normally occur in humans?",Uterus,Ampulla of fallopian tube,Cervix,Ovary,B,easy
12,Biology,Human Reproduction,"Variant 385: In the context of human reproduction, where does fertilization normally occur in humans?",Uterus,Ampulla of fallopian tube,Ovary,Cervix,B,easy
12,Biology,Human Reproduction,"Q386: Read the following fact - 'Fimbriae collect the ovum.'. Based on this, which structure helps collect the ovum after ovulation?",Ampulla,Infundibulum,Isthmus,Fimbriae,D,moderate
12,Biology,Human Reproduction,"Variant 387: In the context of human reproduction, which structure helps collect the ovum after ovulation?",Infundibulum,Fimbriae,Ampulla,Isthmus,B,moderate
12,Biology,Human Reproduction,"Q388: Read the following fact - 'Hymen partially covers the vagina.'. Based on this, the membrane partially covering the vaginal opening is:",Hymen,Cervix,Clitoris,Labia minora,A,easy
12,Biology,Human Reproduction,"Variant 389: In the context of human reproduction, the membrane partially covering the vaginal opening is:",Clitoris,Labia minora,Cervix,Hymen,D,easy
12,Biology,Human Reproduction,"Q390: Read the following fact - 'Mammary lobes number 15-20.'. Based on this, how many mammary lobes are found in each breast?",25-30,30-40,5-10,15-20,D,neet
12,Biology,Human Reproduction,"Variant 391: In the context of human reproduction, how many mammary lobes are found in each breast?",30-40,25-30,5-10,15-20,D,neet
12,Biology,Human Reproduction,"Q392: Read the following fact - 'Spermatogenesis starts at puberty.'. Based on this, when does spermatogenesis begin?",Birth,Puberty,Embryonic stage,Old age,B,moderate
12,Biology,Human Reproduction,"Variant 393: In the context of human reproduction, when does spermatogenesis begin?",Embryonic stage,Birth,Old age,Puberty,D,moderate
12,Biology,Human Reproduction,"Q394: Read the following fact - 'Oogenesis starts in embryonic stage.'. Based on this, when does oogenesis begin?",Birth,Adolescence,Puberty,Embryonic stage,D,hard
12,Biology,Human Reproduction,"Variant 395: In the context of human reproduction, when does oogenesis begin?",Embryonic stage,Birth,Puberty,Adolescence,A,hard
12,Biology,Human Reproduction,"Q396: Read the following fact - 'Primary oocyte is arrested in prophase I.'. Based on this, at which stage is the primary oocyte temporarily arrested?",Prophase I,Metaphase II,Anaphase I,Telophase II,A,easy
12,Biology,Human Reproduction,"Variant 397: In the context of human reproduction, at which stage is the primary oocyte temporarily arrested?",Telophase II,Metaphase II,Prophase I,Anaphase I,C,easy
12,Biology,Human Reproduction,"Q398: Read the following fact - 'Graafian follicle ruptures during ovulation.'. Based on this, which follicle ruptures to release the ovum?",Graafian follicle,Primary follicle,Tertiary follicle,Secondary follicle,A,easy
12,Biology,Human Reproduction,"Variant 399: In the context of human reproduction, which follicle ruptures to release the ovum?",Graafian follicle,Secondary follicle,Primary follicle,Tertiary follicle,A,easy
12,Biology,Human Reproduction,"Q400: Read the following fact - 'Menstruation occurs if no fertilization.'. Based on this, the withdrawal of which hormone causes menstruation?",Estrogen,LH,FSH,Progesterone,D,moderate
12,Biology,Human Reproduction,"Variant 401: In the context of human reproduction, the withdrawal of which hormone causes menstruation?",LH,FSH,Progesterone,Estrogen,C,moderate
12,Biology,Human Reproduction,"Q402: Read the following fact - 'LH surge triggers ovulation.'. Based on this, ovulation is directly triggered by a surge in:",Estrogen,Progesterone,LH,FSH,C,easy
12,Biology,Human Reproduction,"Variant 403: In the context of human reproduction, ovulation is directly triggered by a surge in:",LH,FSH,Estrogen,Progesterone,A,easy
12,Biology,Human Reproduction,"Q404: Read the following fact - 'Corpus luteum secretes progesterone.'. Based on this, after ovulation, the graafian follicle transforms into:",Corpus albicans,Corpus luteum,Macula lutea,Corpus callosum,B,easy
12,Biology,Human Reproduction,"Variant 405: In the context of human reproduction, after ovulation, the graafian follicle transforms into:",Corpus albicans,Macula lutea,Corpus luteum,Corpus callosum,C,easy
12,Biology,Human Reproduction,"Q406: Read the following fact - 'Zona pellucida prevents polyspermy.'. Based on this, which layer ensures only one sperm fertilizes the ovum?",Zona pellucida,Theca interna,Corona radiata,Plasma membrane,A,moderate
12,Biology,Human Reproduction,"Variant 407: In the context of human reproduction, which layer ensures only one sperm fertilizes the ovum?",Corona radiata,Theca interna,Plasma membrane,Zona pellucida,D,moderate
12,Biology,Human Reproduction,"Q408: Read the following fact - 'Morula is an 8-16 cell stage.'. Based on this, the 8-16 cell solid mass of blastomeres is called:",Blastocyst,Gastrula,Morula,Zygote,C,neet
12,Biology,Human Reproduction,"Variant 409: In the context of human reproduction, the 8-16 cell solid mass of blastomeres is called:",Zygote,Morula,Gastrula,Blastocyst,B,neet
12,Biology,Human Reproduction,"Q410: Read the following fact - 'Trophoblast attaches to endometrium.'. Based on this, which layer of the blastocyst implants into the uterus?",Inner cell mass,Ectoderm,Trophoblast,Endoderm,C,neet
12,Biology,Human Reproduction,"Variant 411: In the context of human reproduction, which layer of the blastocyst implants into the uterus?",Endoderm,Inner cell mass,Ectoderm,Trophoblast,D,neet
12,Biology,Human Reproduction,"Q412: Read the following fact - 'Inner cell mass forms the embryo.'. Based on this, which cells in the blastocyst develop into the embryo?",Chorionic villi,Zona pellucida,Inner cell mass,Trophoblast cells,C,moderate
12,Biology,Human Reproduction,"Variant 413: In the context of human reproduction, which cells in the blastocyst develop into the embryo?",Inner cell mass,Trophoblast cells,Zona pellucida,Chorionic villi,A,moderate
12,Biology,Human Reproduction,"Q414: Read the following fact - 'Placenta connects mother and fetus.'. Based on this, the functional unit between mother and fetus is:",Placenta,Yolk sac,Umbilical cord,Amnion,A,easy
12,Biology,Human Reproduction,"Variant 415: In the context of human reproduction, the functional unit between mother and fetus is:",Placenta,Amnion,Umbilical cord,Yolk sac,A,easy
12,Biology,Human Reproduction,"Q416: Read the following fact - 'hCG is an indicator of pregnancy.'. Based on this, the presence of which hormone in urine confirms pregnancy?",Progesterone,hCG,Estrogen,FSH,B,easy
12,Biology,Human Reproduction,"Variant 417: In the context of human reproduction, the presence of which hormone in urine confirms pregnancy?",hCG,FSH,Progesterone,Estrogen,A,easy
12,Biology,Human Reproduction,"Q418: Read the following fact - 'Heart forms after one month.'. Based on this, what is the first organ formed in the developing fetus?",Heart,Brain,Kidneys,Lungs,A,easy
12,Biology,Human Reproduction,"Variant 419: In the context of human reproduction, what is the first organ formed in the developing fetus?",Lungs,Heart,Brain,Kidneys,B,easy
12,Biology,Human Reproduction,"Q420: Read the following fact - 'Oxytocin causes uterine contractions.'. Based on this, the hormone responsible for labor contractions is:",Prolactin,Oxytocin,Relaxin,hCG,B,moderate
12,Biology,Human Reproduction,"Variant 421: In the context of human reproduction, the hormone responsible for labor contractions is:",Prolactin,hCG,Oxytocin,Relaxin,C,moderate
12,Biology,Human Reproduction,"Q422: Read the following fact - 'Colostrum has IgA.'. Based on this, the primary antibody found in colostrum is:",IgA,IgE,IgM,IgG,A,moderate
12,Biology,Human Reproduction,"Variant 423: In the context of human reproduction, the primary antibody found in colostrum is:",IgA,IgE,IgM,IgG,A,moderate
12,Biology,Human Reproduction,"Q424: Read the following fact - 'The scrotum maintains low temperature.'. Based on this, what organ regulates the temperature for spermatogenesis?",Scrotum,Epididymis,Prostate,Testis,A,easy
12,Biology,Human Reproduction,"Variant 425: In the context of human reproduction, what organ regulates the temperature for spermatogenesis?",Epididymis,Scrotum,Testis,Prostate,B,easy
12,Biology,Human Reproduction,"Q426: Read the following fact - 'Testicular lobules number about 250.'. Based on this, how many lobules are in one testis?",250,500,350,150,A,easy
12,Biology,Human Reproduction,"Variant 427: In the context of human reproduction, how many lobules are in one testis?",500,350,150,250,D,easy
12,Biology,Human Reproduction,"Q428: Read the following fact - 'Leydig cells secrete androgens.'. Based on this, which cells are responsible for androgen secretion?",Prostate cells,Spermatogonia,Leydig cells,Sertoli cells,C,hard
12,Biology,Human Reproduction,"Variant 429: In the context of human reproduction, which cells are responsible for androgen secretion?",Prostate cells,Leydig cells,Sertoli cells,Spermatogonia,B,hard
12,Biology,Human Reproduction,"Q430: Read the following fact - 'Sertoli cells nourish sperms.'. Based on this, the 'nurse cells' that provide nourishment to sperms are:",Epithelial cells,Leydig cells,Kupffer cells,Sertoli cells,D,easy
12,Biology,Human Reproduction,"Variant 431: In the context of human reproduction, the 'nurse cells' that provide nourishment to sperms are:",Epithelial cells,Leydig cells,Kupffer cells,Sertoli cells,D,easy
12,Biology,Human Reproduction,"Q432: Read the following fact - 'Vas deferens loops over the bladder.'. Based on this, which duct loops over the urinary bladder?",Vas deferens,Vasa efferentia,Ureter,Epididymis,A,hard
12,Biology,Human Reproduction,"Variant 433: In the context of human reproduction, which duct loops over the urinary bladder?",Vasa efferentia,Epididymis,Vas deferens,Ureter,C,hard
12,Biology,Human Reproduction,"Q434: Read the following fact - 'Seminal vesicles contribute to seminal plasma.'. Based on this, fructose in semen is primarily secreted by:",Bulbourethral gland,Prostate,Seminal vesicles,Testis,C,hard
12,Biology,Human Reproduction,"Variant 435: In the context of human reproduction, fructose in semen is primarily secreted by:",Bulbourethral gland,Prostate,Testis,Seminal vesicles,D,hard
12,Biology,Human Reproduction,"Q436: Read the following fact - 'Bulbourethral gland lubricates.'. Based on this, which gland assists in lubricating the penis?",Bulbourethral gland,Prostate,Thyroid,Seminal vesicle,A,hard
12,Biology,Human Reproduction,"Variant 437: In the context of human reproduction, which gland assists in lubricating the penis?",Bulbourethral gland,Seminal vesicle,Prostate,Thyroid,A,hard
12,Biology,Human Reproduction,"Q438: Read the following fact - 'Endometrium is the inner uterine lining.'. Based on this, the innermost layer of the uterus is the:",Endometrium,Myometrium,Perimetrium,Mesometrium,A,easy
12,Biology,Human Reproduction,"Variant 439: In the context of human reproduction, the innermost layer of the uterus is the:",Endometrium,Perimetrium,Myometrium,Mesometrium,A,easy
12,Biology,Human Reproduction,"Q440: Read the following fact - 'Myometrium causes contractions.'. Based on this, which uterine layer exhibits strong contractions during labor?",Myometrium,Endometrium,Epithelium,Perimetrium,A,moderate
12,Biology,Human Reproduction,"Variant 441: In the context of human reproduction, which uterine layer exhibits strong contractions during labor?",Perimetrium,Myometrium,Epithelium,Endometrium,B,moderate
12,Biology,Human Reproduction,"Q442: Read the following fact - 'Ampulla is the site of fertilization.'. Based on this, where does fertilization normally occur in humans?",Uterus,Ampulla of fallopian tube,Cervix,Ovary,B,moderate
12,Biology,Human Reproduction,"Variant 443: In the context of human reproduction, where does fertilization normally occur in humans?",Ovary,Ampulla of fallopian tube,Uterus,Cervix,B,moderate
12,Biology,Human Reproduction,"Q444: Read the following fact - 'Fimbriae collect the ovum.'. Based on this, which structure helps collect the ovum after ovulation?",Ampulla,Infundibulum,Isthmus,Fimbriae,D,neet
12,Biology,Human Reproduction,"Variant 445: In the context of human reproduction, which structure helps collect the ovum after ovulation?",Infundibulum,Ampulla,Fimbriae,Isthmus,C,neet
12,Biology,Human Reproduction,"Q446: Read the following fact - 'Hymen partially covers the vagina.'. Based on this, the membrane partially covering the vaginal opening is:",Hymen,Labia minora,Cervix,Clitoris,A,moderate
12,Biology,Human Reproduction,"Variant 447: In the context of human reproduction, the membrane partially covering the vaginal opening is:",Clitoris,Cervix,Hymen,Labia minora,C,moderate
12,Biology,Human Reproduction,"Q448: Read the following fact - 'Mammary lobes number 15-20.'. Based on this, how many mammary lobes are found in each breast?",15-20,30-40,5-10,25-30,A,easy
12,Biology,Human Reproduction,"Variant 449: In the context of human reproduction, how many mammary lobes are found in each breast?",25-30,15-20,5-10,30-40,B,easy
12,Biology,Human Reproduction,"Q450: Read the following fact - 'Spermatogenesis starts at puberty.'. Based on this, when does spermatogenesis begin?",Embryonic stage,Puberty,Old age,Birth,B,hard
12,Biology,Human Reproduction,"Variant 451: In the context of human reproduction, when does spermatogenesis begin?",Old age,Puberty,Birth,Embryonic stage,B,hard
12,Biology,Human Reproduction,"Q452: Read the following fact - 'Oogenesis starts in embryonic stage.'. Based on this, when does oogenesis begin?",Puberty,Embryonic stage,Adolescence,Birth,B,easy
12,Biology,Human Reproduction,"Variant 453: In the context of human reproduction, when does oogenesis begin?",Adolescence,Birth,Embryonic stage,Puberty,C,easy
12,Biology,Human Reproduction,"Q454: Read the following fact - 'Primary oocyte is arrested in prophase I.'. Based on this, at which stage is the primary oocyte temporarily arrested?",Prophase I,Anaphase I,Metaphase II,Telophase II,A,neet
12,Biology,Human Reproduction,"Variant 455: In the context of human reproduction, at which stage is the primary oocyte temporarily arrested?",Prophase I,Anaphase I,Telophase II,Metaphase II,A,neet
12,Biology,Human Reproduction,"Q456: Read the following fact - 'Graafian follicle ruptures during ovulation.'. Based on this, which follicle ruptures to release the ovum?",Primary follicle,Tertiary follicle,Graafian follicle,Secondary follicle,C,moderate
12,Biology,Human Reproduction,"Variant 457: In the context of human reproduction, which follicle ruptures to release the ovum?",Graafian follicle,Tertiary follicle,Primary follicle,Secondary follicle,A,moderate
12,Biology,Human Reproduction,"Q458: Read the following fact - 'Menstruation occurs if no fertilization.'. Based on this, the withdrawal of which hormone causes menstruation?",FSH,LH,Estrogen,Progesterone,D,hard
12,Biology,Human Reproduction,"Variant 459: In the context of human reproduction, the withdrawal of which hormone causes menstruation?",LH,Progesterone,Estrogen,FSH,B,hard
12,Biology,Human Reproduction,"Q460: Read the following fact - 'LH surge triggers ovulation.'. Based on this, ovulation is directly triggered by a surge in:",Progesterone,FSH,Estrogen,LH,D,moderate
12,Biology,Human Reproduction,"Variant 461: In the context of human reproduction, ovulation is directly triggered by a surge in:",Estrogen,FSH,LH,Progesterone,C,moderate
12,Biology,Human Reproduction,"Q462: Read the following fact - 'Corpus luteum secretes progesterone.'. Based on this, after ovulation, the graafian follicle transforms into:",Corpus callosum,Corpus albicans,Corpus luteum,Macula lutea,C,moderate
12,Biology,Human Reproduction,"Variant 463: In the context of human reproduction, after ovulation, the graafian follicle transforms into:",Corpus luteum,Corpus callosum,Macula lutea,Corpus albicans,A,moderate
12,Biology,Human Reproduction,"Q464: Read the following fact - 'Zona pellucida prevents polyspermy.'. Based on this, which layer ensures only one sperm fertilizes the ovum?",Zona pellucida,Corona radiata,Theca interna,Plasma membrane,A,neet
12,Biology,Human Reproduction,"Variant 465: In the context of human reproduction, which layer ensures only one sperm fertilizes the ovum?",Theca interna,Zona pellucida,Plasma membrane,Corona radiata,B,neet
12,Biology,Human Reproduction,"Q466: Read the following fact - 'Morula is an 8-16 cell stage.'. Based on this, the 8-16 cell solid mass of blastomeres is called:",Gastrula,Zygote,Blastocyst,Morula,D,hard
12,Biology,Human Reproduction,"Variant 467: In the context of human reproduction, the 8-16 cell solid mass of blastomeres is called:",Morula,Gastrula,Zygote,Blastocyst,A,hard
12,Biology,Human Reproduction,"Q468: Read the following fact - 'Trophoblast attaches to endometrium.'. Based on this, which layer of the blastocyst implants into the uterus?",Inner cell mass,Endoderm,Ectoderm,Trophoblast,D,neet
12,Biology,Human Reproduction,"Variant 469: In the context of human reproduction, which layer of the blastocyst implants into the uterus?",Inner cell mass,Endoderm,Trophoblast,Ectoderm,C,neet
12,Biology,Human Reproduction,"Q470: Read the following fact - 'Inner cell mass forms the embryo.'. Based on this, which cells in the blastocyst develop into the embryo?",Chorionic villi,Inner cell mass,Zona pellucida,Trophoblast cells,B,hard
12,Biology,Human Reproduction,"Variant 471: In the context of human reproduction, which cells in the blastocyst develop into the embryo?",Zona pellucida,Inner cell mass,Chorionic villi,Trophoblast cells,B,hard
12,Biology,Human Reproduction,"Q472: Read the following fact - 'Placenta connects mother and fetus.'. Based on this, the functional unit between mother and fetus is:",Yolk sac,Umbilical cord,Placenta,Amnion,C,moderate
12,Biology,Human Reproduction,"Variant 473: In the context of human reproduction, the functional unit between mother and fetus is:",Umbilical cord,Amnion,Yolk sac,Placenta,D,moderate
12,Biology,Human Reproduction,"Q474: Read the following fact - 'hCG is an indicator of pregnancy.'. Based on this, the presence of which hormone in urine confirms pregnancy?",hCG,FSH,Estrogen,Progesterone,A,moderate
12,Biology,Human Reproduction,"Variant 475: In the context of human reproduction, the presence of which hormone in urine confirms pregnancy?",Estrogen,Progesterone,hCG,FSH,C,moderate
12,Biology,Human Reproduction,"Q476: Read the following fact - 'Heart forms after one month.'. Based on this, what is the first organ formed in the developing fetus?",Kidneys,Heart,Brain,Lungs,B,moderate
12,Biology,Human Reproduction,"Variant 477: In the context of human reproduction, what is the first organ formed in the developing fetus?",Heart,Lungs,Kidneys,Brain,A,moderate
12,Biology,Human Reproduction,"Q478: Read the following fact - 'Oxytocin causes uterine contractions.'. Based on this, the hormone responsible for labor contractions is:",hCG,Oxytocin,Relaxin,Prolactin,B,easy
12,Biology,Human Reproduction,"Variant 479: In the context of human reproduction, the hormone responsible for labor contractions is:",hCG,Relaxin,Oxytocin,Prolactin,C,easy
12,Biology,Human Reproduction,"Q480: Read the following fact - 'Colostrum has IgA.'. Based on this, the primary antibody found in colostrum is:",IgM,IgG,IgE,IgA,D,moderate
12,Biology,Human Reproduction,"Variant 481: In the context of human reproduction, the primary antibody found in colostrum is:",IgE,IgA,IgG,IgM,B,moderate
12,Biology,Human Reproduction,"Q482: Read the following fact - 'The scrotum maintains low temperature.'. Based on this, what organ regulates the temperature for spermatogenesis?",Prostate,Scrotum,Testis,Epididymis,B,neet
12,Biology,Human Reproduction,"Variant 483: In the context of human reproduction, what organ regulates the temperature for spermatogenesis?",Prostate,Epididymis,Scrotum,Testis,C,neet
12,Biology,Human Reproduction,"Q484: Read the following fact - 'Testicular lobules number about 250.'. Based on this, how many lobules are in one testis?",250,350,150,500,A,hard
12,Biology,Human Reproduction,"Variant 485: In the context of human reproduction, how many lobules are in one testis?",350,250,150,500,B,hard
12,Biology,Human Reproduction,"Q486: Read the following fact - 'Leydig cells secrete androgens.'. Based on this, which cells are responsible for androgen secretion?",Sertoli cells,Prostate cells,Spermatogonia,Leydig cells,D,easy
12,Biology,Human Reproduction,"Variant 487: In the context of human reproduction, which cells are responsible for androgen secretion?",Leydig cells,Prostate cells,Sertoli cells,Spermatogonia,A,easy
12,Biology,Human Reproduction,"Q488: Read the following fact - 'Sertoli cells nourish sperms.'. Based on this, the 'nurse cells' that provide nourishment to sperms are:",Sertoli cells,Kupffer cells,Leydig cells,Epithelial cells,A,easy
12,Biology,Human Reproduction,"Variant 489: In the context of human reproduction, the 'nurse cells' that provide nourishment to sperms are:",Leydig cells,Kupffer cells,Sertoli cells,Epithelial cells,C,easy
12,Biology,Human Reproduction,"Q490: Read the following fact - 'Vas deferens loops over the bladder.'. Based on this, which duct loops over the urinary bladder?",Vasa efferentia,Vas deferens,Epididymis,Ureter,B,neet
12,Biology,Human Reproduction,"Variant 491: In the context of human reproduction, which duct loops over the urinary bladder?",Ureter,Vas deferens,Vasa efferentia,Epididymis,B,neet
12,Biology,Human Reproduction,"Q492: Read the following fact - 'Seminal vesicles contribute to seminal plasma.'. Based on this, fructose in semen is primarily secreted by:",Testis,Prostate,Seminal vesicles,Bulbourethral gland,C,neet
12,Biology,Human Reproduction,"Variant 493: In the context of human reproduction, fructose in semen is primarily secreted by:",Testis,Seminal vesicles,Prostate,Bulbourethral gland,B,neet
