Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Biology,Reproductive Health,"Q-ID-285: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-286: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-287: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-288: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-289: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-290: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-291: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-292: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-293: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-294: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-295: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-296: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-297: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-298: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-299: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-300: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-301: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-302: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-303: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-304: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-305: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-306: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-307: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-308: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-309: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-310: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-311: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-312: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-313: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-314: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-315: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-316: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-317: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-318: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-319: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-320: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-321: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-322: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-323: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-324: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-325: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-326: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-327: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-328: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-329: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-330: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-331: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-332: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-333: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-334: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-335: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-336: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-337: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-338: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-339: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-340: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-341: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-342: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-343: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-344: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-345: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-346: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-347: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-348: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-349: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-350: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-351: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-352: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-353: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-354: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-355: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-356: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-357: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-358: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-359: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-360: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-361: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-362: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-363: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-364: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-365: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-366: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-367: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-368: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-369: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-370: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-371: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-372: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-373: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-374: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-375: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-376: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-377: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-378: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-379: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-380: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-381: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-382: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-383: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-384: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-385: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-386: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-387: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-388: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-389: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-390: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-391: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-392: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-393: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-394: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-395: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-396: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-397: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-398: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-399: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
