Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 30 degrees. Calculate the electric flux.,250.00 N m^2/C,0.00 N m^2/C,500.00 N m^2/C,433.01 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 45 degrees. Calculate the electric flux.,353.55 N m^2/C,16.58 N m^2/C,500.00 N m^2/C,0.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 60 degrees. Calculate the electric flux.,0.00 N m^2/C,500.00 N m^2/C,250.00 N m^2/C,433.01 N m^2/C,C,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 90 degrees. Calculate the electric flux.,79.88 N m^2/C,80.21 N m^2/C,500.00 N m^2/C,0.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 0 degrees. Calculate the electric flux.,200.00 N m^2/C,19.25 N m^2/C,69.98 N m^2/C,0.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 30 degrees. Calculate the electric flux.,200.00 N m^2/C,173.21 N m^2/C,0.00 N m^2/C,100.00 N m^2/C,B,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 45 degrees. Calculate the electric flux.,200.00 N m^2/C,0.00 N m^2/C,97.21 N m^2/C,141.42 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 60 degrees. Calculate the electric flux.,200.00 N m^2/C,100.00 N m^2/C,173.21 N m^2/C,0.00 N m^2/C,B,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 90 degrees. Calculate the electric flux.,200.00 N m^2/C,82.08 N m^2/C,88.43 N m^2/C,0.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 0 degrees. Calculate the electric flux.,0.00 N m^2/C,89.20 N m^2/C,73.33 N m^2/C,400.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 30 degrees. Calculate the electric flux.,200.00 N m^2/C,400.00 N m^2/C,346.41 N m^2/C,0.00 N m^2/C,C,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 45 degrees. Calculate the electric flux.,400.00 N m^2/C,0.00 N m^2/C,27.84 N m^2/C,282.84 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 60 degrees. Calculate the electric flux.,400.00 N m^2/C,200.00 N m^2/C,346.41 N m^2/C,0.00 N m^2/C,B,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 90 degrees. Calculate the electric flux.,0.00 N m^2/C,94.05 N m^2/C,60.62 N m^2/C,400.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 0 degrees. Calculate the electric flux.,0.00 N m^2/C,58.33 N m^2/C,91.53 N m^2/C,1000.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 30 degrees. Calculate the electric flux.,0.00 N m^2/C,1000.00 N m^2/C,500.00 N m^2/C,866.03 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 45 degrees. Calculate the electric flux.,67.64 N m^2/C,707.11 N m^2/C,0.00 N m^2/C,1000.00 N m^2/C,B,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 60 degrees. Calculate the electric flux.,500.00 N m^2/C,866.03 N m^2/C,0.00 N m^2/C,1000.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 2e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 90 degrees. Calculate the electric flux.,68.38 N m^2/C,0.00 N m^2/C,1000.00 N m^2/C,41.12 N m^2/C,B,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 0 degrees. Calculate the electric flux.,99.95 N m^2/C,0.00 N m^2/C,48.93 N m^2/C,500.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 30 degrees. Calculate the electric flux.,433.01 N m^2/C,0.00 N m^2/C,500.00 N m^2/C,250.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 45 degrees. Calculate the electric flux.,500.00 N m^2/C,79.29 N m^2/C,0.00 N m^2/C,353.55 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 60 degrees. Calculate the electric flux.,500.00 N m^2/C,0.00 N m^2/C,433.01 N m^2/C,250.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 90 degrees. Calculate the electric flux.,500.00 N m^2/C,51.64 N m^2/C,0.00 N m^2/C,42.12 N m^2/C,C,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 0 degrees. Calculate the electric flux.,1000.00 N m^2/C,0.00 N m^2/C,38.51 N m^2/C,34.82 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 30 degrees. Calculate the electric flux.,866.03 N m^2/C,500.00 N m^2/C,1000.00 N m^2/C,0.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 45 degrees. Calculate the electric flux.,707.11 N m^2/C,74.71 N m^2/C,0.00 N m^2/C,1000.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 60 degrees. Calculate the electric flux.,1000.00 N m^2/C,0.00 N m^2/C,500.00 N m^2/C,866.03 N m^2/C,C,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 90 degrees. Calculate the electric flux.,1000.00 N m^2/C,19.62 N m^2/C,28.18 N m^2/C,0.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 0 degrees. Calculate the electric flux.,2500.00 N m^2/C,29.31 N m^2/C,59.71 N m^2/C,0.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 30 degrees. Calculate the electric flux.,2500.00 N m^2/C,1250.00 N m^2/C,2165.06 N m^2/C,0.00 N m^2/C,C,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 45 degrees. Calculate the electric flux.,29.60 N m^2/C,1767.77 N m^2/C,2500.00 N m^2/C,0.00 N m^2/C,B,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 60 degrees. Calculate the electric flux.,2165.06 N m^2/C,1250.00 N m^2/C,2500.00 N m^2/C,0.00 N m^2/C,B,hard
12,Physics,Electric Charges and Fields,An electric field of 5e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 90 degrees. Calculate the electric flux.,2500.00 N m^2/C,64.47 N m^2/C,13.37 N m^2/C,0.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 1 µC. What is the total outward electric flux through the surface?,1.13e+04 N m^2/C,8.85e-18 N m^2/C,1.13e+06 N m^2/C,1.13e+05 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 2 µC. What is the total outward electric flux through the surface?,2.26e+06 N m^2/C,1.77e-17 N m^2/C,2.26e+04 N m^2/C,2.26e+05 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 3 µC. What is the total outward electric flux through the surface?,2.66e-17 N m^2/C,3.39e+05 N m^2/C,3.39e+04 N m^2/C,3.39e+06 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 4 µC. What is the total outward electric flux through the surface?,3.54e-17 N m^2/C,4.52e+05 N m^2/C,4.52e+04 N m^2/C,4.52e+06 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 5 µC. What is the total outward electric flux through the surface?,5.65e+05 N m^2/C,5.65e+06 N m^2/C,5.65e+04 N m^2/C,4.42e-17 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 6 µC. What is the total outward electric flux through the surface?,6.78e+05 N m^2/C,5.31e-17 N m^2/C,6.78e+06 N m^2/C,6.78e+04 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 7 µC. What is the total outward electric flux through the surface?,7.91e+05 N m^2/C,7.91e+04 N m^2/C,6.20e-17 N m^2/C,7.91e+06 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 8 µC. What is the total outward electric flux through the surface?,9.04e+04 N m^2/C,9.04e+06 N m^2/C,7.08e-17 N m^2/C,9.04e+05 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 9 µC. What is the total outward electric flux through the surface?,1.02e+07 N m^2/C,7.97e-17 N m^2/C,1.02e+05 N m^2/C,1.02e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 10 µC. What is the total outward electric flux through the surface?,8.85e-17 N m^2/C,1.13e+05 N m^2/C,1.13e+07 N m^2/C,1.13e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 11 µC. What is the total outward electric flux through the surface?,9.74e-17 N m^2/C,1.24e+05 N m^2/C,1.24e+06 N m^2/C,1.24e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 12 µC. What is the total outward electric flux through the surface?,1.06e-16 N m^2/C,1.36e+05 N m^2/C,1.36e+06 N m^2/C,1.36e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 13 µC. What is the total outward electric flux through the surface?,1.15e-16 N m^2/C,1.47e+07 N m^2/C,1.47e+05 N m^2/C,1.47e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 14 µC. What is the total outward electric flux through the surface?,1.58e+05 N m^2/C,1.24e-16 N m^2/C,1.58e+06 N m^2/C,1.58e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 15 µC. What is the total outward electric flux through the surface?,1.33e-16 N m^2/C,1.69e+07 N m^2/C,1.69e+05 N m^2/C,1.69e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 16 µC. What is the total outward electric flux through the surface?,1.81e+07 N m^2/C,1.42e-16 N m^2/C,1.81e+05 N m^2/C,1.81e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 17 µC. What is the total outward electric flux through the surface?,1.92e+06 N m^2/C,1.92e+05 N m^2/C,1.50e-16 N m^2/C,1.92e+07 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 18 µC. What is the total outward electric flux through the surface?,2.03e+05 N m^2/C,1.59e-16 N m^2/C,2.03e+07 N m^2/C,2.03e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 19 µC. What is the total outward electric flux through the surface?,1.68e-16 N m^2/C,2.15e+07 N m^2/C,2.15e+05 N m^2/C,2.15e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 20 µC. What is the total outward electric flux through the surface?,2.26e+06 N m^2/C,2.26e+07 N m^2/C,2.26e+05 N m^2/C,1.77e-16 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 21 µC. What is the total outward electric flux through the surface?,2.37e+07 N m^2/C,2.37e+05 N m^2/C,2.37e+06 N m^2/C,1.86e-16 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 22 µC. What is the total outward electric flux through the surface?,2.49e+07 N m^2/C,2.49e+06 N m^2/C,1.95e-16 N m^2/C,2.49e+05 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 23 µC. What is the total outward electric flux through the surface?,2.60e+05 N m^2/C,2.04e-16 N m^2/C,2.60e+06 N m^2/C,2.60e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 24 µC. What is the total outward electric flux through the surface?,2.71e+07 N m^2/C,2.71e+05 N m^2/C,2.12e-16 N m^2/C,2.71e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 25 µC. What is the total outward electric flux through the surface?,2.82e+06 N m^2/C,2.21e-16 N m^2/C,2.82e+07 N m^2/C,2.82e+05 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 26 µC. What is the total outward electric flux through the surface?,2.30e-16 N m^2/C,2.94e+05 N m^2/C,2.94e+07 N m^2/C,2.94e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 27 µC. What is the total outward electric flux through the surface?,3.05e+05 N m^2/C,3.05e+06 N m^2/C,3.05e+07 N m^2/C,2.39e-16 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 28 µC. What is the total outward electric flux through the surface?,3.16e+07 N m^2/C,3.16e+05 N m^2/C,3.16e+06 N m^2/C,2.48e-16 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 29 µC. What is the total outward electric flux through the surface?,3.28e+06 N m^2/C,3.28e+05 N m^2/C,2.57e-16 N m^2/C,3.28e+07 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 30 µC. What is the total outward electric flux through the surface?,3.39e+05 N m^2/C,3.39e+06 N m^2/C,2.65e-16 N m^2/C,3.39e+07 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 31 µC. What is the total outward electric flux through the surface?,3.50e+06 N m^2/C,2.74e-16 N m^2/C,3.50e+05 N m^2/C,3.50e+07 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 32 µC. What is the total outward electric flux through the surface?,2.83e-16 N m^2/C,3.62e+05 N m^2/C,3.62e+06 N m^2/C,3.62e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 33 µC. What is the total outward electric flux through the surface?,3.73e+05 N m^2/C,3.73e+07 N m^2/C,2.92e-16 N m^2/C,3.73e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 34 µC. What is the total outward electric flux through the surface?,3.01e-16 N m^2/C,3.84e+05 N m^2/C,3.84e+06 N m^2/C,3.84e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 35 µC. What is the total outward electric flux through the surface?,3.95e+05 N m^2/C,3.95e+06 N m^2/C,3.10e-16 N m^2/C,3.95e+07 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 36 µC. What is the total outward electric flux through the surface?,4.07e+05 N m^2/C,3.19e-16 N m^2/C,4.07e+06 N m^2/C,4.07e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 37 µC. What is the total outward electric flux through the surface?,3.27e-16 N m^2/C,4.18e+07 N m^2/C,4.18e+05 N m^2/C,4.18e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 38 µC. What is the total outward electric flux through the surface?,4.29e+07 N m^2/C,4.29e+06 N m^2/C,4.29e+05 N m^2/C,3.36e-16 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 39 µC. What is the total outward electric flux through the surface?,3.45e-16 N m^2/C,4.41e+05 N m^2/C,4.41e+07 N m^2/C,4.41e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 40 µC. What is the total outward electric flux through the surface?,4.52e+06 N m^2/C,4.52e+05 N m^2/C,3.54e-16 N m^2/C,4.52e+07 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 41 µC. What is the total outward electric flux through the surface?,4.63e+05 N m^2/C,4.63e+07 N m^2/C,4.63e+06 N m^2/C,3.63e-16 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 42 µC. What is the total outward electric flux through the surface?,4.75e+05 N m^2/C,4.75e+06 N m^2/C,3.72e-16 N m^2/C,4.75e+07 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 43 µC. What is the total outward electric flux through the surface?,4.86e+06 N m^2/C,4.86e+05 N m^2/C,4.86e+07 N m^2/C,3.81e-16 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 44 µC. What is the total outward electric flux through the surface?,4.97e+05 N m^2/C,3.89e-16 N m^2/C,4.97e+07 N m^2/C,4.97e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 45 µC. What is the total outward electric flux through the surface?,3.98e-16 N m^2/C,5.08e+06 N m^2/C,5.08e+07 N m^2/C,5.08e+05 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 46 µC. What is the total outward electric flux through the surface?,5.20e+06 N m^2/C,4.07e-16 N m^2/C,5.20e+07 N m^2/C,5.20e+05 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 47 µC. What is the total outward electric flux through the surface?,5.31e+06 N m^2/C,5.31e+07 N m^2/C,5.31e+05 N m^2/C,4.16e-16 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 48 µC. What is the total outward electric flux through the surface?,5.42e+05 N m^2/C,5.42e+07 N m^2/C,4.25e-16 N m^2/C,5.42e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 49 µC. What is the total outward electric flux through the surface?,4.34e-16 N m^2/C,5.54e+06 N m^2/C,5.54e+05 N m^2/C,5.54e+07 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 50 µC. What is the total outward electric flux through the surface?,5.65e+07 N m^2/C,4.42e-16 N m^2/C,5.65e+06 N m^2/C,5.65e+05 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 51 µC. What is the total outward electric flux through the surface?,5.76e+05 N m^2/C,5.76e+07 N m^2/C,5.76e+06 N m^2/C,4.51e-16 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 52 µC. What is the total outward electric flux through the surface?,4.60e-16 N m^2/C,5.88e+07 N m^2/C,5.88e+05 N m^2/C,5.88e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 53 µC. What is the total outward electric flux through the surface?,5.99e+05 N m^2/C,4.69e-16 N m^2/C,5.99e+07 N m^2/C,5.99e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 54 µC. What is the total outward electric flux through the surface?,4.78e-16 N m^2/C,6.10e+07 N m^2/C,6.10e+05 N m^2/C,6.10e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 55 µC. What is the total outward electric flux through the surface?,6.21e+07 N m^2/C,4.87e-16 N m^2/C,6.21e+05 N m^2/C,6.21e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 56 µC. What is the total outward electric flux through the surface?,4.96e-16 N m^2/C,6.33e+05 N m^2/C,6.33e+06 N m^2/C,6.33e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 57 µC. What is the total outward electric flux through the surface?,6.44e+06 N m^2/C,5.04e-16 N m^2/C,6.44e+07 N m^2/C,6.44e+05 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 58 µC. What is the total outward electric flux through the surface?,5.13e-16 N m^2/C,6.55e+07 N m^2/C,6.55e+06 N m^2/C,6.55e+05 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 59 µC. What is the total outward electric flux through the surface?,5.22e-16 N m^2/C,6.67e+07 N m^2/C,6.67e+05 N m^2/C,6.67e+06 N m^2/C,D,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 60 µC. What is the total outward electric flux through the surface?,5.31e-16 N m^2/C,6.78e+06 N m^2/C,6.78e+05 N m^2/C,6.78e+07 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 61 µC. What is the total outward electric flux through the surface?,6.89e+06 N m^2/C,5.40e-16 N m^2/C,6.89e+05 N m^2/C,6.89e+07 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 62 µC. What is the total outward electric flux through the surface?,5.49e-16 N m^2/C,7.01e+06 N m^2/C,7.01e+05 N m^2/C,7.01e+07 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 63 µC. What is the total outward electric flux through the surface?,7.12e+05 N m^2/C,7.12e+06 N m^2/C,7.12e+07 N m^2/C,5.58e-16 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 64 µC. What is the total outward electric flux through the surface?,7.23e+06 N m^2/C,5.66e-16 N m^2/C,7.23e+07 N m^2/C,7.23e+05 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 65 µC. What is the total outward electric flux through the surface?,7.34e+07 N m^2/C,7.34e+06 N m^2/C,5.75e-16 N m^2/C,7.34e+05 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 66 µC. What is the total outward electric flux through the surface?,7.46e+07 N m^2/C,7.46e+06 N m^2/C,7.46e+05 N m^2/C,5.84e-16 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 67 µC. What is the total outward electric flux through the surface?,7.57e+05 N m^2/C,5.93e-16 N m^2/C,7.57e+06 N m^2/C,7.57e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 68 µC. What is the total outward electric flux through the surface?,7.68e+05 N m^2/C,6.02e-16 N m^2/C,7.68e+06 N m^2/C,7.68e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 69 µC. What is the total outward electric flux through the surface?,7.80e+07 N m^2/C,7.80e+05 N m^2/C,7.80e+06 N m^2/C,6.11e-16 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 70 µC. What is the total outward electric flux through the surface?,7.91e+06 N m^2/C,6.20e-16 N m^2/C,7.91e+07 N m^2/C,7.91e+05 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 71 µC. What is the total outward electric flux through the surface?,6.28e-16 N m^2/C,8.02e+07 N m^2/C,8.02e+06 N m^2/C,8.02e+05 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 72 µC. What is the total outward electric flux through the surface?,8.14e+07 N m^2/C,8.14e+06 N m^2/C,8.14e+05 N m^2/C,6.37e-16 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 73 µC. What is the total outward electric flux through the surface?,8.25e+06 N m^2/C,8.25e+05 N m^2/C,6.46e-16 N m^2/C,8.25e+07 N m^2/C,A,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 74 µC. What is the total outward electric flux through the surface?,6.55e-16 N m^2/C,8.36e+07 N m^2/C,8.36e+06 N m^2/C,8.36e+05 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 75 µC. What is the total outward electric flux through the surface?,8.47e+07 N m^2/C,8.47e+05 N m^2/C,8.47e+06 N m^2/C,6.64e-16 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 76 µC. What is the total outward electric flux through the surface?,8.59e+05 N m^2/C,6.73e-16 N m^2/C,8.59e+06 N m^2/C,8.59e+07 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 77 µC. What is the total outward electric flux through the surface?,8.70e+05 N m^2/C,8.70e+06 N m^2/C,6.81e-16 N m^2/C,8.70e+07 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 78 µC. What is the total outward electric flux through the surface?,8.81e+05 N m^2/C,8.81e+07 N m^2/C,8.81e+06 N m^2/C,6.90e-16 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 79 µC. What is the total outward electric flux through the surface?,8.93e+05 N m^2/C,8.93e+06 N m^2/C,8.93e+07 N m^2/C,6.99e-16 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 80 µC. What is the total outward electric flux through the surface?,7.08e-16 N m^2/C,9.04e+07 N m^2/C,9.04e+06 N m^2/C,9.04e+05 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 81 µC. What is the total outward electric flux through the surface?,9.15e+05 N m^2/C,9.15e+07 N m^2/C,9.15e+06 N m^2/C,7.17e-16 N m^2/C,C,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 82 µC. What is the total outward electric flux through the surface?,9.27e+07 N m^2/C,9.27e+06 N m^2/C,7.26e-16 N m^2/C,9.27e+05 N m^2/C,B,moderate
12,Physics,Electric Charges and Fields,A closed surface encloses a net charge of 83 µC. What is the total outward electric flux through the surface?,7.35e-16 N m^2/C,9.38e+06 N m^2/C,9.38e+07 N m^2/C,9.38e+05 N m^2/C,B,moderate
