Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 0.5 S cm^-1. Calculate its molar conductivity.,10000.0 S cm^2 mol^-1,10.0000 S cm^2 mol^-1,25.0 S cm^2 mol^-1,1000.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 0.5 S cm^-1. Calculate its molar conductivity.,500.0 S cm^2 mol^-1,50.0 S cm^2 mol^-1,5000.0 S cm^2 mol^-1,5.0000 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 0.5 S cm^-1. Calculate its molar conductivity.,100.0 S cm^2 mol^-1,2.5000 S cm^2 mol^-1,250.0 S cm^2 mol^-1,2500.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 0.5 S cm^-1. Calculate its molar conductivity.,100.0 S cm^2 mol^-1,1.0000 S cm^2 mol^-1,1000.0 S cm^2 mol^-1,250.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 0.5 S cm^-1. Calculate its molar conductivity.,500.0 S cm^2 mol^-1,50.0 S cm^2 mol^-1,3388.0 S cm^2 mol^-1,0.5000 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 1.0 S cm^-1. Calculate its molar conductivity.,1000000.0 S cm^2 mol^-1,1.0 S cm^2 mol^-1,1000.0000 S cm^2 mol^-1,100000.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 1.0 S cm^-1. Calculate its molar conductivity.,10000.0 S cm^2 mol^-1,100.0000 S cm^2 mol^-1,100000.0 S cm^2 mol^-1,10.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 1.0 S cm^-1. Calculate its molar conductivity.,20000.0 S cm^2 mol^-1,50.0 S cm^2 mol^-1,20.0000 S cm^2 mol^-1,2000.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 1.0 S cm^-1. Calculate its molar conductivity.,1000.0 S cm^2 mol^-1,100.0 S cm^2 mol^-1,10000.0 S cm^2 mol^-1,10.0000 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 1.0 S cm^-1. Calculate its molar conductivity.,5000.0 S cm^2 mol^-1,500.0 S cm^2 mol^-1,5.0000 S cm^2 mol^-1,200.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 1.0 S cm^-1. Calculate its molar conductivity.,2.0000 S cm^2 mol^-1,500.0 S cm^2 mol^-1,2000.0 S cm^2 mol^-1,200.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 1.0 S cm^-1. Calculate its molar conductivity.,100.0 S cm^2 mol^-1,1000.0 S cm^2 mol^-1,1.0000 S cm^2 mol^-1,3078.7 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 1.5 S cm^-1. Calculate its molar conductivity.,1.5 S cm^2 mol^-1,1500.0000 S cm^2 mol^-1,150000.0 S cm^2 mol^-1,1500000.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 1.5 S cm^-1. Calculate its molar conductivity.,15000.0 S cm^2 mol^-1,150.0000 S cm^2 mol^-1,150000.0 S cm^2 mol^-1,15.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 1.5 S cm^-1. Calculate its molar conductivity.,3000.0 S cm^2 mol^-1,30000.0 S cm^2 mol^-1,30.0000 S cm^2 mol^-1,75.0 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 1.5 S cm^-1. Calculate its molar conductivity.,15.0000 S cm^2 mol^-1,15000.0 S cm^2 mol^-1,150.0 S cm^2 mol^-1,1500.0 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 1.5 S cm^-1. Calculate its molar conductivity.,300.0 S cm^2 mol^-1,750.0 S cm^2 mol^-1,7500.0 S cm^2 mol^-1,7.5000 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 1.5 S cm^-1. Calculate its molar conductivity.,3.0000 S cm^2 mol^-1,750.0 S cm^2 mol^-1,3000.0 S cm^2 mol^-1,300.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 1.5 S cm^-1. Calculate its molar conductivity.,150.0 S cm^2 mol^-1,1500.0 S cm^2 mol^-1,1538.6 S cm^2 mol^-1,1.5000 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 2.0 S cm^-1. Calculate its molar conductivity.,2000.0000 S cm^2 mol^-1,2000000.0 S cm^2 mol^-1,2.0 S cm^2 mol^-1,200000.0 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 2.0 S cm^-1. Calculate its molar conductivity.,20.0 S cm^2 mol^-1,200000.0 S cm^2 mol^-1,20000.0 S cm^2 mol^-1,200.0000 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 2.0 S cm^-1. Calculate its molar conductivity.,4000.0 S cm^2 mol^-1,100.0 S cm^2 mol^-1,40000.0 S cm^2 mol^-1,40.0000 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 2.0 S cm^-1. Calculate its molar conductivity.,20000.0 S cm^2 mol^-1,2000.0 S cm^2 mol^-1,200.0 S cm^2 mol^-1,20.0000 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 2.0 S cm^-1. Calculate its molar conductivity.,400.0 S cm^2 mol^-1,10000.0 S cm^2 mol^-1,1000.0 S cm^2 mol^-1,10.0000 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 2.0 S cm^-1. Calculate its molar conductivity.,1000.0 S cm^2 mol^-1,400.0 S cm^2 mol^-1,4000.0 S cm^2 mol^-1,4.0000 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 2.0 S cm^-1. Calculate its molar conductivity.,200.0 S cm^2 mol^-1,3080.2 S cm^2 mol^-1,2.0000 S cm^2 mol^-1,2000.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Copper (Cu) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.099 g,0.00165 g,0.0016 g,0.197 g,A,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Copper (Cu) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.296 g,0.0025 g,0.00247 g,0.148 g,D,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Copper (Cu) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.197 g,0.0033 g,0.00329 g,0.395 g,A,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Copper (Cu) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.296 g,0.0049 g,0.00494 g,0.592 g,A,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Copper (Cu) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.444 g,0.00740 g,0.0074 g,0.888 g,A,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Copper (Cu) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",1.185 g,0.592 g,0.0099 g,0.00987 g,B,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Copper (Cu) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",1.777 g,0.01481 g,0.888 g,0.0148 g,C,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Copper (Cu) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.01974 g,0.0197 g,1.185 g,2.369 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Copper (Cu) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.0033 g,0.00329 g,0.395 g,0.197 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Copper (Cu) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.00494 g,0.592 g,0.0049 g,0.296 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Copper (Cu) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.395 g,0.00658 g,0.790 g,0.0066 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Copper (Cu) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.0099 g,1.185 g,0.00987 g,0.592 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Copper (Cu) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.0148 g,0.01481 g,1.777 g,0.888 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Copper (Cu) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",2.369 g,0.0197 g,0.01974 g,1.185 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Copper (Cu) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.02962 g,3.554 g,1.777 g,0.0296 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Copper (Cu) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",2.369 g,4.738 g,0.03949 g,0.0395 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Copper (Cu) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.00494 g,0.0049 g,0.592 g,0.296 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Copper (Cu) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.0074 g,0.444 g,0.00740 g,0.888 g,B,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Copper (Cu) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.00987 g,0.0099 g,0.592 g,1.185 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Copper (Cu) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",1.777 g,0.01481 g,0.0148 g,0.888 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Copper (Cu) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",2.665 g,0.0222 g,1.333 g,0.02221 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Copper (Cu) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.0296 g,0.02962 g,1.777 g,3.554 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Copper (Cu) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",5.331 g,0.0444 g,2.665 g,0.04442 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Copper (Cu) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",7.108 g,3.554 g,0.0592 g,0.05923 g,B,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Copper (Cu) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.00658 g,0.790 g,0.0066 g,0.395 g,D,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Copper (Cu) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.592 g,1.185 g,0.0099 g,0.00987 g,A,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Copper (Cu) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.790 g,0.0132 g,1.579 g,0.01316 g,A,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Copper (Cu) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",2.369 g,1.185 g,0.0197 g,0.01974 g,B,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Copper (Cu) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.02962 g,1.777 g,0.0296 g,3.554 g,B,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Copper (Cu) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",2.369 g,0.03949 g,4.738 g,0.0395 g,A,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Copper (Cu) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",7.108 g,0.05923 g,0.0592 g,3.554 g,D,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Copper (Cu) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",4.738 g,0.07897 g,0.0790 g,9.477 g,A,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Copper (Cu) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.00987 g,1.185 g,0.0099 g,0.592 g,D,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Copper (Cu) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",1.777 g,0.01481 g,0.888 g,0.0148 g,C,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Copper (Cu) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.01974 g,2.369 g,0.0197 g,1.185 g,D,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Copper (Cu) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.02962 g,0.0296 g,3.554 g,1.777 g,D,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Copper (Cu) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",2.665 g,0.04442 g,5.331 g,0.0444 g,A,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Copper (Cu) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",3.554 g,0.05923 g,0.0592 g,7.108 g,A,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Copper (Cu) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",10.662 g,0.0888 g,5.331 g,0.08885 g,C,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Copper (Cu) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",14.215 g,0.11846 g,7.108 g,0.1185 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Copper (Cu) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",1.974 g,0.0165 g,0.987 g,0.01645 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Copper (Cu) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.02468 g,0.0247 g,1.481 g,2.962 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Copper (Cu) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.0329 g,0.03291 g,3.949 g,1.974 g,D,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Copper (Cu) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",5.923 g,0.0494 g,0.04936 g,2.962 g,D,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Copper (Cu) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.07404 g,8.885 g,4.442 g,0.0740 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Copper (Cu) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",5.923 g,0.09872 g,11.846 g,0.0987 g,A,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Copper (Cu) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.1481 g,8.885 g,17.769 g,0.14808 g,B,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Copper (Cu) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.1974 g,0.19744 g,11.846 g,23.692 g,C,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Copper (Cu) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",3.949 g,1.974 g,0.03291 g,0.0329 g,B,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Copper (Cu) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.04936 g,0.0494 g,2.962 g,5.923 g,C,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Copper (Cu) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",3.949 g,0.0658 g,0.06581 g,7.897 g,A,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Copper (Cu) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",11.846 g,0.0987 g,5.923 g,0.09872 g,C,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Copper (Cu) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.14808 g,8.885 g,17.769 g,0.1481 g,B,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Copper (Cu) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",23.692 g,0.19744 g,0.1974 g,11.846 g,D,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Copper (Cu) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.2962 g,35.538 g,0.29615 g,17.769 g,D,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Copper (Cu) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 63.5 g/mol, n = 2, F = 96487 C)",0.39487 g,23.692 g,47.385 g,0.3949 g,B,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Silver (Ag) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",8.488 g,0.00560 g,0.336 g,0.0056 g,C,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Silver (Ag) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.0084 g,6.897 g,0.504 g,0.00839 g,C,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Silver (Ag) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.672 g,0.01119 g,0.0112 g,4.525 g,A,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Silver (Ag) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",6.094 g,1.007 g,0.0168 g,0.01679 g,B,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Silver (Ag) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",9.783 g,0.02518 g,1.511 g,0.0252 g,C,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Silver (Ag) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",6.633 g,2.015 g,0.03358 g,0.0336 g,B,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Silver (Ag) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",1.004 g,3.022 g,0.0504 g,0.05037 g,B,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Silver (Ag) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",4.030 g,0.06716 g,9.952 g,0.0672 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Silver (Ag) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.01119 g,0.672 g,0.0112 g,3.268 g,B,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Silver (Ag) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",1.007 g,0.01679 g,0.0168 g,7.264 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Silver (Ag) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",9.312 g,0.0224 g,0.02239 g,1.343 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Silver (Ag) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.0336 g,0.03358 g,2.015 g,2.122 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Silver (Ag) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",4.043 g,3.022 g,0.05037 g,0.0504 g,B,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Silver (Ag) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.06716 g,4.030 g,0.0672 g,9.294 g,B,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Silver (Ag) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.10074 g,7.157 g,6.044 g,0.1007 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Silver (Ag) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",8.059 g,0.1343 g,1.568 g,0.13432 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Silver (Ag) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.01679 g,1.007 g,8.962 g,0.0168 g,B,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Silver (Ag) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.02518 g,0.0252 g,2.928 g,1.511 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Silver (Ag) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.0336 g,2.015 g,0.03358 g,0.320 g,B,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Silver (Ag) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",6.037 g,0.05037 g,0.0504 g,3.022 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Silver (Ag) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",4.533 g,0.07555 g,7.749 g,0.0756 g,A,hard
